 Long   Lat    Vpn    Ani    Direc  
 35.75  44.25  8.120  0.243   33.9
 36.25  44.25  8.116  0.177   34.8
 36.75  44.25  8.139  0.079   46.2
 37.25  44.25  8.172  0.070   95.5
 37.75  44.25  8.170  0.125  105.0
 38.25  44.25  8.107  0.169  102.1
 38.75  44.25  8.051  0.203  100.1
 39.25  44.25  8.038  0.224  100.2
 39.75  44.25  8.045  0.237  102.2
 40.25  44.25  8.058  0.242  104.9
 40.75  44.25  8.057  0.225  107.9
 41.25  44.25  8.048  0.183  111.4
 41.75  44.25  8.014  0.104  120.4
 42.25  44.25  7.988  0.048  150.7
 42.75  44.25  7.996  0.080    3.9
 43.25  44.25  8.049  0.125   13.9
 43.75  44.25  8.131  0.162   20.3
 44.25  44.25  8.202  0.191   24.2
 44.75  44.25  8.230  0.202   26.8
 45.25  44.25  8.210  0.182   29.2
 45.75  44.25  8.172  0.117   33.8
 46.25  44.25  8.128  0.046   55.8
 46.75  44.25  8.087  0.071   98.3
 47.25  44.25  8.065  0.129  107.1
 47.75  44.25  8.069  0.163  108.2
 48.25  44.25  8.097  0.171  106.0
 48.75  44.25  8.123  0.158  104.0
 49.25  44.25  8.137  0.130  102.1
 49.75  44.25  8.142  0.097   99.8
 50.25  44.25  8.146  0.069   96.9
 50.75  44.25  8.156  0.051   93.2
 51.25  44.25  8.156  0.038   89.4
 51.75  44.25  8.146  0.026   85.4
 52.25  44.25  8.128  0.014   81.9
 53.25  44.25  8.094  0.012  158.9
 53.75  44.25  8.082  0.023  160.9
 54.25  44.25  8.073  0.029  161.7
 54.75  44.25  8.074  0.025  162.2
 55.25  44.25  8.082  0.017  162.9
 55.75  44.25  8.090  0.010  166.7
 56.25  44.25  8.097  0.006    5.8
 56.75  44.25  8.102  0.008   21.3
 57.25  44.25  8.110  0.010   34.2
 57.75  44.25  8.116  0.011   46.5
 58.25  44.25  8.118  0.012   55.9
 58.75  44.25  8.114  0.010   59.8
 59.25  44.25  8.106  0.005   63.3
 60.75  44.25  8.099  0.001  171.4
 61.25  44.25  8.098  0.001  177.2
 61.75  44.25  8.100  0.001  133.4
 62.25  44.25  8.102  0.001  107.3
 64.25  44.25  8.108  0.007  123.7
 64.75  44.25  8.105  0.005  123.5
 65.75  44.25  8.106  0.004  112.1
 66.25  44.25  8.110  0.006  100.6
 66.75  44.25  8.110  0.008   76.9
 67.25  44.25  8.114  0.013   63.2
 67.75  44.25  8.124  0.017   53.4
 68.25  44.25  8.148  0.022   45.9
 68.75  44.25  8.165  0.028   30.8
 69.25  44.25  8.168  0.046   14.4
 69.75  44.25  8.167  0.071    7.6
 70.25  44.25  8.156  0.102    4.9
 70.75  44.25  8.145  0.128    4.4
 71.25  44.25  8.149  0.133    5.4
 71.75  44.25  8.186  0.096    9.3
 72.25  44.25  8.213  0.062   18.2
 72.75  44.25  8.228  0.036   36.9
 73.25  44.25  8.217  0.031   57.5
 73.75  44.25  8.213  0.041   73.0
 74.25  44.25  8.236  0.067   79.2
 74.75  44.25  8.272  0.086   75.8
 75.25  44.25  8.298  0.084   68.7
 75.75  44.25  8.295  0.059   56.4
 76.25  44.25  8.284  0.050   43.2
 76.75  44.25  8.251  0.048   37.0
 77.25  44.25  8.212  0.058   39.1
 77.75  44.25  8.187  0.073   41.7
 78.25  44.25  8.185  0.081   46.8
 78.75  44.25  8.185  0.073   45.2
 79.25  44.25  8.186  0.037   39.9
 79.75  44.25  8.197  0.008  169.5
 80.25  44.25  8.197  0.045  140.8
 80.75  44.25  8.191  0.073  144.3
 81.25  44.25  8.198  0.109  140.9
 81.75  44.25  8.191  0.104  143.1
 82.25  44.25  8.139  0.116  138.5
 82.75  44.25  8.048  0.151  138.5
 83.25  44.25  8.020  0.123  145.8
 83.75  44.25  8.154  0.165  144.1
 84.25  44.25  8.254  0.173  140.6
 84.75  44.25  8.340  0.102  130.2
 85.25  44.25  8.338  0.035  126.2
 85.75  44.25  8.347  0.044  112.8
 86.25  44.25  8.362  0.113  114.3
 86.75  44.25  8.344  0.159  111.1
 87.25  44.25  8.311  0.156  102.0
 87.75  44.25  8.276  0.132   82.9
 88.25  44.25  8.269  0.151   61.6
 88.75  44.25  8.238  0.164   51.7
 89.25  44.25  8.253  0.151   49.1
 89.75  44.25  8.264  0.087   38.0
 90.25  44.25  8.286  0.047  175.4
 90.75  44.25  8.304  0.097  148.7
 91.25  44.25  8.333  0.156  135.4
 91.75  44.25  8.366  0.236  125.4
 92.25  44.25  8.395  0.281  119.1
 92.75  44.25  8.327  0.199  108.9
 93.25  44.25  8.243  0.128   88.2
 93.75  44.25  8.179  0.123   65.3
 94.25  44.25  8.128  0.129   51.7
 94.75  44.25  8.101  0.120   44.6
 95.25  44.25  8.098  0.102   43.3
 95.75  44.25  8.107  0.076   46.7
 96.25  44.25  8.124  0.054   60.5
 96.75  44.25  8.141  0.057   79.6
 97.25  44.25  8.150  0.069   86.2
 97.75  44.25  8.139  0.061   85.7
 98.25  44.25  8.110  0.034   75.4
 98.75  44.25  8.081  0.027   34.7
 99.25  44.25  8.068  0.056   15.4
 99.75  44.25  8.076  0.083    9.0
100.25  44.25  8.104  0.096    5.5
100.75  44.25  8.141  0.096    3.7
101.25  44.25  8.174  0.092    1.8
101.75  44.25  8.187  0.095  178.1
102.25  44.25  8.186  0.099  173.3
102.75  44.25  8.166  0.104  170.6
103.25  44.25  8.143  0.104  170.2
103.75  44.25  8.124  0.095  172.7
104.25  44.25  8.122  0.076  177.5
104.75  44.25  8.129  0.053    6.1
105.25  44.25  8.129  0.041   11.5
105.75  44.25  8.124  0.033    5.5
106.25  44.25  8.126  0.024  172.0
106.75  44.25  8.144  0.024  144.9
107.25  44.25  8.165  0.037  134.2
107.75  44.25  8.173  0.044  139.9
108.25  44.25  8.171  0.047  152.6
108.75  44.25  8.166  0.054  164.1
109.25  44.25  8.158  0.063  172.0
109.75  44.25  8.145  0.074  177.0
  5.25  44.75  7.958  0.052    9.6
  5.75  44.75  7.909  0.084   81.4
  6.25  44.75  7.836  0.200   86.7
  6.75  44.75  7.737  0.241   89.5
  7.25  44.75  7.815  0.151   99.2
  7.75  44.75  8.058  0.058  147.6
  8.25  44.75  8.193  0.208    0.3
  8.75  44.75  8.206  0.310  178.4
  9.25  44.75  8.125  0.324  164.3
  9.75  44.75  8.067  0.326  144.7
 10.25  44.75  8.114  0.368  130.1
 10.75  44.75  8.153  0.334  124.0
 11.25  44.75  8.303  0.234  117.3
 11.75  44.75  8.446  0.092   82.8
 12.25  44.75  8.567  0.272   51.1
 12.75  44.75  8.553  0.309   46.1
 13.25  44.75  8.453  0.225   43.1
 13.75  44.75  8.306  0.106   41.0
 14.25  44.75  8.154  0.012   60.9
 14.75  44.75  8.004  0.061  142.1
 15.25  44.75  7.913  0.114  128.6
 15.75  44.75  7.886  0.125  117.8
 16.25  44.75  7.932  0.128  107.7
 16.75  44.75  7.915  0.089   97.5
 17.25  44.75  7.925  0.083   94.0
 17.75  44.75  7.970  0.075   83.8
 18.25  44.75  7.998  0.059   64.5
 18.75  44.75  7.984  0.060   51.7
 19.25  44.75  8.013  0.094   66.8
 19.75  44.75  7.980  0.079   60.6
 20.25  44.75  7.982  0.043   43.9
 20.75  44.75  8.022  0.056    3.9
 21.25  44.75  8.050  0.113  175.3
 21.75  44.75  8.077  0.109  157.3
 22.25  44.75  7.999  0.079  149.2
 22.75  44.75  7.904  0.049  150.5
 23.25  44.75  7.926  0.028  133.8
 23.75  44.75  7.971  0.039  162.8
 24.25  44.75  8.060  0.082  170.7
 24.75  44.75  8.133  0.177  171.2
 25.25  44.75  8.143  0.231  170.1
 25.75  44.75  8.123  0.177  175.4
 26.25  44.75  8.085  0.096    5.9
 26.75  44.75  8.104  0.030   35.7
 27.25  44.75  8.123  0.078   95.6
 27.75  44.75  8.071  0.085   96.8
 28.25  44.75  8.020  0.085   92.7
 28.75  44.75  8.002  0.070   98.0
 29.25  44.75  8.035  0.068  108.5
 29.75  44.75  8.111  0.081  109.7
 30.25  44.75  8.186  0.088  108.2
 30.75  44.75  8.240  0.083  116.3
 31.25  44.75  8.260  0.079  133.0
 31.75  44.75  8.256  0.089  144.1
 32.25  44.75  8.220  0.084  152.9
 32.75  44.75  8.171  0.075  171.3
 33.25  44.75  8.137  0.094   12.7
 33.75  44.75  8.135  0.142   26.3
 34.25  44.75  8.148  0.202   33.4
 34.75  44.75  8.151  0.231   35.5
 35.25  44.75  8.133  0.232   34.4
 35.75  44.75  8.113  0.203   32.8
 36.25  44.75  8.121  0.134   31.1
 36.75  44.75  8.156  0.036   32.4
 37.25  44.75  8.186  0.070  113.1
 37.75  44.75  8.181  0.125  110.5
 38.25  44.75  8.141  0.156  105.5
 38.75  44.75  8.100  0.178  102.1
 39.25  44.75  8.087  0.199  100.2
 39.75  44.75  8.094  0.215   99.9
 40.25  44.75  8.109  0.218  100.7
 40.75  44.75  8.112  0.194  102.1
 41.25  44.75  8.104  0.142  103.0
 41.75  44.75  8.077  0.058  103.6
 42.25  44.75  8.060  0.026   21.8
 42.75  44.75  8.079  0.082   20.8
 43.25  44.75  8.118  0.127   22.2
 43.75  44.75  8.170  0.162   24.6
 44.25  44.75  8.215  0.186   25.9
 44.75  44.75  8.227  0.193   26.5
 45.25  44.75  8.220  0.162   26.8
 45.75  44.75  8.196  0.103   27.2
 46.25  44.75  8.155  0.040   29.2
 47.25  44.75  8.082  0.071  115.5
 47.75  44.75  8.075  0.109  114.9
 48.25  44.75  8.094  0.122  110.6
 48.75  44.75  8.120  0.119  105.1
 49.25  44.75  8.135  0.104  100.8
 49.75  44.75  8.141  0.084   96.9
 50.25  44.75  8.147  0.069   93.1
 50.75  44.75  8.153  0.058   88.3
 51.25  44.75  8.154  0.051   83.0
 51.75  44.75  8.149  0.044   77.7
 52.25  44.75  8.136  0.036   74.4
 52.75  44.75  8.118  0.027   72.4
 53.25  44.75  8.106  0.016   70.9
 53.75  44.75  8.094  0.006   68.6
 54.25  44.75  8.084  0.003  163.7
 54.75  44.75  8.079  0.010  159.5
 55.25  44.75  8.084  0.008  158.1
 55.75  44.75  8.089  0.005  166.9
 56.25  44.75  8.094  0.005   10.6
 56.75  44.75  8.098  0.007   29.4
 57.25  44.75  8.105  0.009   44.3
 57.75  44.75  8.112  0.012   56.8
 58.25  44.75  8.116  0.014   63.3
 58.75  44.75  8.114  0.013   66.9
 59.25  44.75  8.108  0.007   67.9
 60.75  44.75  8.101  0.002  136.8
 61.25  44.75  8.101  0.003  124.5
 61.75  44.75  8.103  0.004  113.9
 63.75  44.75  8.116  0.016  123.6
 64.25  44.75  8.118  0.018  123.8
 65.25  44.75  8.108  0.006  118.8
 65.75  44.75  8.110  0.007  111.0
 66.25  44.75  8.108  0.006   90.4
 66.75  44.75  8.108  0.006   78.1
 67.25  44.75  8.108  0.006   73.9
 68.25  44.75  8.141  0.010   57.6
 68.75  44.75  8.163  0.013   37.7
 69.25  44.75  8.167  0.026   17.4
 69.75  44.75  8.162  0.048   10.2
 70.25  44.75  8.145  0.077    7.3
 70.75  44.75  8.127  0.104    6.5
 71.25  44.75  8.124  0.111    7.4
 71.75  44.75  8.157  0.079   11.5
 72.25  44.75  8.189  0.047   20.1
 72.75  44.75  8.211  0.029   39.7
 73.25  44.75  8.220  0.029   55.7
 73.75  44.75  8.233  0.033   70.1
 74.25  44.75  8.261  0.045   80.0
 74.75  44.75  8.298  0.055   77.5
 75.25  44.75  8.333  0.057   70.9
 75.75  44.75  8.344  0.044   59.7
 76.25  44.75  8.320  0.042   32.3
 76.75  44.75  8.292  0.059   27.2
 77.25  44.75  8.260  0.064   25.1
 77.75  44.75  8.232  0.047   25.8
 78.25  44.75  8.233  0.031   43.2
 78.75  44.75  8.238  0.028   53.2
 79.25  44.75  8.230  0.010   82.3
 79.75  44.75  8.215  0.036  114.5
 80.25  44.75  8.182  0.077  115.2
 80.75  44.75  8.167  0.125  115.7
 81.25  44.75  8.207  0.169  112.2
 81.75  44.75  8.234  0.179  109.7
 82.25  44.75  8.270  0.182  109.1
 82.75  44.75  8.247  0.178  115.5
 83.25  44.75  8.235  0.129  117.3
 83.75  44.75  8.294  0.093  120.5
 84.25  44.75  8.296  0.060  111.7
 84.75  44.75  8.290  0.061   76.0
 85.25  44.75  8.281  0.067   72.6
 85.75  44.75  8.331  0.071  100.7
 86.25  44.75  8.359  0.121  113.1
 86.75  44.75  8.329  0.124  109.3
 87.25  44.75  8.293  0.119   98.4
 87.75  44.75  8.238  0.109   77.0
 88.25  44.75  8.223  0.140   63.0
 88.75  44.75  8.198  0.133   55.8
 89.25  44.75  8.215  0.105   48.5
 89.75  44.75  8.239  0.074   27.7
 90.25  44.75  8.252  0.065  176.8
 90.75  44.75  8.257  0.097  155.3
 91.25  44.75  8.288  0.145  135.1
 91.75  44.75  8.346  0.241  122.9
 92.25  44.75  8.353  0.272  115.6
 92.75  44.75  8.289  0.211  107.1
 93.25  44.75  8.220  0.143   94.0
 93.75  44.75  8.165  0.107   75.8
 94.25  44.75  8.120  0.097   59.8
 94.75  44.75  8.091  0.089   51.0
 95.25  44.75  8.083  0.075   48.9
 95.75  44.75  8.087  0.055   54.6
 96.25  44.75  8.098  0.045   72.8
 96.75  44.75  8.108  0.056   88.3
 97.25  44.75  8.109  0.062   92.8
 97.75  44.75  8.107  0.050   90.7
 98.25  44.75  8.097  0.026   76.0
 98.75  44.75  8.083  0.027   33.8
 99.25  44.75  8.074  0.054   18.1
 99.75  44.75  8.079  0.075   12.4
100.25  44.75  8.098  0.086    9.1
100.75  44.75  8.126  0.087    7.6
101.25  44.75  8.155  0.084    7.4
101.75  44.75  8.170  0.085    5.4
102.25  44.75  8.168  0.092    2.0
102.75  44.75  8.151  0.101  178.9
103.25  44.75  8.132  0.105  177.4
103.75  44.75  8.116  0.104  178.4
104.25  44.75  8.118  0.088    1.6
104.75  44.75  8.128  0.067    8.5
105.25  44.75  8.136  0.052   16.7
105.75  44.75  8.134  0.041   19.0
106.25  44.75  8.132  0.027   12.5
106.75  44.75  8.148  0.010  158.7
107.25  44.75  8.163  0.023  131.8
107.75  44.75  8.166  0.030  138.0
108.25  44.75  8.160  0.031  151.9
108.75  44.75  8.159  0.033  162.0
109.25  44.75  8.154  0.037  171.9
109.75  44.75  8.147  0.043  177.3
  5.25  45.25  7.983  0.095    5.2
  5.75  45.25  7.930  0.048   63.8
  6.25  45.25  7.875  0.157   74.2
  6.75  45.25  7.815  0.203   73.0
  7.25  45.25  7.830  0.191   65.9
  7.75  45.25  7.929  0.206   50.0
  8.25  45.25  8.068  0.267   32.7
  8.75  45.25  8.162  0.311   22.1
  9.25  45.25  8.174  0.254   10.8
  9.75  45.25  8.160  0.128  175.0
 10.25  45.25  8.181  0.070  110.2
 10.75  45.25  8.190  0.158   93.3
 11.25  45.25  8.286  0.194   84.6
 11.75  45.25  8.431  0.201   68.0
 12.25  45.25  8.554  0.255   54.5
 12.75  45.25  8.554  0.211   47.5
 13.25  45.25  8.421  0.054   41.4
 13.75  45.25  8.183  0.077  136.2
 14.25  45.25  8.004  0.146  119.0
 14.75  45.25  7.903  0.184  117.3
 15.25  45.25  7.880  0.195  116.7
 15.75  45.25  7.937  0.170  115.8
 16.25  45.25  7.965  0.114  116.9
 16.75  45.25  8.013  0.078  106.9
 17.25  45.25  8.002  0.060   76.3
 17.75  45.25  7.983  0.059   60.5
 18.25  45.25  7.996  0.059   51.3
 18.75  45.25  7.940  0.076   33.7
 19.25  45.25  7.949  0.062   65.0
 19.75  45.25  7.893  0.070   69.8
 20.25  45.25  7.891  0.053   88.9
 20.75  45.25  7.953  0.013  121.0
 21.25  45.25  8.010  0.057  179.4
 21.75  45.25  8.024  0.056  176.3
 22.25  45.25  7.955  0.025    7.1
 22.75  45.25  7.889  0.019   20.5
 23.25  45.25  7.899  0.010   28.7
 23.75  45.25  7.916  0.052   10.3
 24.25  45.25  8.042  0.063   16.5
 24.75  45.25  8.109  0.127    9.0
 25.25  45.25  8.110  0.149    7.7
 25.75  45.25  8.078  0.106   16.0
 26.25  45.25  8.046  0.051   30.2
 26.75  45.25  8.119  0.073   56.4
 27.25  45.25  8.181  0.092   77.3
 27.75  45.25  8.113  0.072   78.1
 28.25  45.25  8.060  0.079   77.7
 28.75  45.25  8.035  0.069   88.3
 29.25  45.25  8.036  0.059   97.7
 29.75  45.25  8.093  0.084  100.0
 30.25  45.25  8.171  0.109  101.8
 30.75  45.25  8.236  0.108  106.4
 31.25  45.25  8.272  0.092  112.9
 31.75  45.25  8.270  0.067  117.5
 32.25  45.25  8.255  0.038  124.1
 32.75  45.25  8.235  0.014  167.5
 33.25  45.25  8.213  0.052   24.2
 33.75  45.25  8.193  0.107   32.2
 34.25  45.25  8.177  0.159   35.7
 34.75  45.25  8.160  0.184   35.7
 35.25  45.25  8.131  0.178   33.1
 35.75  45.25  8.107  0.144   29.6
 36.25  45.25  8.115  0.083   25.6
 36.75  45.25  8.141  0.013  167.3
 37.25  45.25  8.169  0.077  117.2
 37.75  45.25  8.167  0.120  112.5
 38.25  45.25  8.146  0.141  107.3
 38.75  45.25  8.122  0.152  102.7
 39.25  45.25  8.117  0.170   98.6
 39.75  45.25  8.126  0.186   96.1
 40.25  45.25  8.142  0.189   94.3
 40.75  45.25  8.144  0.166   92.6
 41.25  45.25  8.133  0.118   88.7
 41.75  45.25  8.113  0.061   73.3
 42.25  45.25  8.114  0.062   42.0
 42.75  45.25  8.142  0.092   31.3
 43.25  45.25  8.176  0.124   27.7
 43.75  45.25  8.208  0.153   26.9
 44.25  45.25  8.228  0.174   26.7
 44.75  45.25  8.239  0.169   26.0
 45.25  45.25  8.237  0.136   24.9
 45.75  45.25  8.215  0.092   22.3
 46.25  45.25  8.176  0.050   16.4
 46.75  45.25  8.132  0.023  172.9
 47.25  45.25  8.102  0.041  135.3
 47.75  45.25  8.086  0.066  127.2
 48.25  45.25  8.092  0.076  120.0
 48.75  45.25  8.112  0.073  109.7
 49.25  45.25  8.125  0.064  101.3
 49.75  45.25  8.129  0.052   94.4
 50.25  45.25  8.142  0.054   87.4
 50.75  45.25  8.150  0.055   82.7
 51.25  45.25  8.152  0.056   78.5
 51.75  45.25  8.149  0.055   75.7
 52.25  45.25  8.140  0.052   74.5
 52.75  45.25  8.128  0.047   73.4
 53.25  45.25  8.116  0.038   73.3
 53.75  45.25  8.104  0.028   74.5
 54.25  45.25  8.095  0.015   76.6
 54.75  45.25  8.089  0.002   94.2
 55.25  45.25  8.085  0.003  144.4
 55.75  45.25  8.089  0.002  154.5
 56.25  45.25  8.094  0.002   15.8
 56.75  45.25  8.093  0.004   40.1
 57.25  45.25  8.098  0.008   58.1
 57.75  45.25  8.105  0.012   68.1
 58.25  45.25  8.111  0.014   72.0
 58.75  45.25  8.112  0.014   74.2
 59.25  45.25  8.107  0.008   75.5
 60.25  45.25  8.104  0.003  123.9
 60.75  45.25  8.107  0.006  123.5
 61.25  45.25  8.108  0.008  119.6
 61.75  45.25  8.106  0.006  114.1
 63.25  45.25  8.125  0.024  123.6
 63.75  45.25  8.137  0.036  123.6
 64.25  45.25  8.135  0.033  123.7
 64.75  45.25  8.123  0.021  123.3
 65.25  45.25  8.115  0.013  120.1
 65.75  45.25  8.111  0.007  110.9
 66.25  45.25  8.109  0.006  105.1
 66.75  45.25  8.110  0.004  101.9
 67.25  45.25  8.111  0.004  100.7
 67.75  45.25  8.115  0.004   98.3
 68.25  45.25  8.140  0.009   81.6
 68.75  45.25  8.156  0.010   64.4
 69.25  45.25  8.161  0.015   37.8
 69.75  45.25  8.152  0.030   21.0
 70.25  45.25  8.133  0.053   14.2
 70.75  45.25  8.112  0.077   12.0
 71.25  45.25  8.107  0.084   12.2
 71.75  45.25  8.137  0.058   17.4
 72.25  45.25  8.168  0.033   29.6
 72.75  45.25  8.188  0.023   48.3
 73.25  45.25  8.205  0.022   61.6
 73.75  45.25  8.233  0.025   76.9
 74.25  45.25  8.265  0.029   84.1
 74.75  45.25  8.301  0.032   85.8
 75.25  45.25  8.340  0.032   82.9
 75.75  45.25  8.354  0.018   62.3
 76.25  45.25  8.328  0.041   13.7
 76.75  45.25  8.312  0.065   14.3
 77.25  45.25  8.294  0.071   11.7
 77.75  45.25  8.286  0.056    8.6
 78.25  45.25  8.289  0.029    5.9
 78.75  45.25  8.278  0.007  150.6
 79.25  45.25  8.248  0.036  124.1
 79.75  45.25  8.213  0.060  123.0
 80.25  45.25  8.185  0.086  116.3
 80.75  45.25  8.195  0.163  111.7
 81.25  45.25  8.213  0.215  107.6
 81.75  45.25  8.237  0.255  103.2
 82.25  45.25  8.256  0.259  102.2
 82.75  45.25  8.261  0.229  101.4
 83.25  45.25  8.277  0.198   93.7
 83.75  45.25  8.284  0.170   86.1
 84.25  45.25  8.280  0.138   79.2
 84.75  45.25  8.261  0.124   65.1
 85.25  45.25  8.279  0.060   66.6
 85.75  45.25  8.309  0.032  120.6
 86.25  45.25  8.301  0.053  135.3
 86.75  45.25  8.287  0.046  135.3
 87.25  45.25  8.252  0.015  135.6
 87.75  45.25  8.227  0.033   40.3
 88.25  45.25  8.232  0.074   47.2
 88.75  45.25  8.209  0.063   43.7
 89.25  45.25  8.186  0.041   33.2
 89.75  45.25  8.158  0.054    3.1
 90.25  45.25  8.157  0.078  175.8
 90.75  45.25  8.161  0.081  163.8
 91.25  45.25  8.193  0.101  134.3
 91.75  45.25  8.230  0.185  119.3
 92.25  45.25  8.224  0.215  112.7
 92.75  45.25  8.189  0.185  107.9
 93.25  45.25  8.159  0.134  102.6
 93.75  45.25  8.133  0.084   92.6
 94.25  45.25  8.106  0.052   75.8
 94.75  45.25  8.087  0.042   61.5
 95.25  45.25  8.081  0.034   59.6
 95.75  45.25  8.083  0.029   76.2
 96.25  45.25  8.085  0.043   94.6
 96.75  45.25  8.079  0.059  100.9
 97.25  45.25  8.071  0.060  104.0
 97.75  45.25  8.066  0.044  105.8
 98.25  45.25  8.068  0.017   95.7
 98.75  45.25  8.071  0.018   33.7
 99.25  45.25  8.069  0.049   19.1
 99.75  45.25  8.078  0.072   15.3
100.25  45.25  8.094  0.084   13.4
100.75  45.25  8.116  0.089   12.4
101.25  45.25  8.139  0.087   12.3
101.75  45.25  8.153  0.088   11.0
102.25  45.25  8.154  0.095    7.9
102.75  45.25  8.141  0.108    4.3
103.25  45.25  8.128  0.115    2.2
103.75  45.25  8.117  0.116    1.4
104.25  45.25  8.121  0.103    2.9
104.75  45.25  8.132  0.085    8.0
105.25  45.25  8.143  0.070   15.5
105.75  45.25  8.145  0.060   20.3
106.25  45.25  8.141  0.046   19.0
106.75  45.25  8.152  0.020   18.2
107.25  45.25  8.158  0.004  170.9
107.75  45.25  8.151  0.009  160.2
108.25  45.25  8.147  0.014  164.3
108.75  45.25  8.148  0.016  166.5
109.25  45.25  8.150  0.016  171.6
109.75  45.25  8.152  0.017  169.5
  5.25  45.75  7.997  0.110    7.8
  5.75  45.75  8.000  0.043   27.8
  6.25  45.75  7.962  0.072   57.6
  6.75  45.75  7.942  0.120   57.3
  7.25  45.75  7.915  0.187   53.6
  7.75  45.75  7.903  0.244   49.5
  8.25  45.75  7.974  0.257   37.0
  8.75  45.75  8.105  0.298   28.1
  9.25  45.75  8.143  0.275   21.7
  9.75  45.75  8.084  0.186   21.3
 10.25  45.75  8.014  0.131   43.3
 10.75  45.75  7.996  0.152   59.8
 11.25  45.75  8.113  0.162   66.9
 11.75  45.75  8.236  0.121   51.4
 12.25  45.75  8.342  0.118   34.5
 12.75  45.75  8.361  0.064    2.4
 13.25  45.75  8.255  0.160  143.9
 13.75  45.75  8.104  0.243  134.1
 14.25  45.75  7.993  0.272  123.4
 14.75  45.75  7.959  0.269  115.7
 15.25  45.75  7.954  0.222  116.3
 15.75  45.75  8.005  0.156  127.6
 16.25  45.75  8.073  0.097  142.3
 16.75  45.75  8.099  0.054  160.1
 17.25  45.75  8.061  0.077   15.6
 17.75  45.75  8.058  0.084   19.4
 18.25  45.75  8.044  0.063   20.3
 18.75  45.75  7.957  0.106   17.1
 19.25  45.75  7.931  0.059   23.5
 19.75  45.75  7.917  0.011   69.9
