 Long   Lat    Vpn    Ani    Direc  
 32.25  37.75  7.987  0.205   56.9
 32.75  37.75  7.951  0.211   54.5
 33.25  37.75  7.890  0.204   50.6
 33.75  37.75  7.874  0.184   45.0
 34.25  37.75  7.853  0.201   36.0
 34.75  37.75  7.840  0.212   32.6
 35.25  37.75  7.844  0.222   35.9
 35.75  37.75  7.879  0.223   43.1
 36.25  37.75  7.898  0.174   48.0
 36.75  37.75  7.892  0.102   52.5
 37.25  37.75  7.922  0.048   62.7
 37.75  37.75  7.920  0.018   71.0
 38.25  37.75  7.862  0.004  177.8
 38.75  37.75  7.823  0.052   21.3
 39.25  37.75  7.904  0.121   31.0
 39.75  37.75  7.948  0.136   11.3
 40.25  37.75  7.981  0.167  175.0
 40.75  37.75  8.018  0.177  162.5
 41.25  37.75  7.999  0.193  150.5
 41.75  37.75  7.946  0.198  145.6
 42.25  37.75  7.909  0.177  144.0
 42.75  37.75  7.914  0.130  149.7
 43.25  37.75  7.925  0.086  169.0
 43.75  37.75  7.888  0.098   14.6
 44.25  37.75  7.871  0.094   32.3
 44.75  37.75  7.853  0.119   51.5
 45.25  37.75  7.795  0.168   59.7
 45.75  37.75  7.795  0.187   73.6
 46.25  37.75  7.832  0.187   82.2
 46.75  37.75  7.852  0.129   73.8
 47.25  37.75  7.943  0.053   84.0
 47.75  37.75  7.940  0.029  131.1
 48.25  37.75  7.931  0.027  137.7
 48.75  37.75  8.010  0.062  130.1
 49.25  37.75  8.108  0.062  114.6
 49.75  37.75  8.183  0.046  108.7
 50.25  37.75  8.248  0.083  131.3
 50.75  37.75  8.255  0.155  137.8
 51.25  37.75  8.234  0.180  134.5
 51.75  37.75  8.201  0.151  122.9
 52.25  37.75  8.202  0.138  100.1
 52.75  37.75  8.235  0.161   81.7
 53.25  37.75  8.258  0.167   63.4
 53.75  37.75  8.263  0.193   47.3
 54.25  37.75  8.299  0.212   40.4
 54.75  37.75  8.299  0.193   35.6
 55.25  37.75  8.263  0.142   29.9
 55.75  37.75  8.229  0.091   18.2
 56.25  37.75  8.241  0.062    0.4
 56.75  37.75  8.253  0.115  157.4
 57.25  37.75  8.256  0.176  149.5
 57.75  37.75  8.208  0.182  144.7
 58.25  37.75  8.167  0.133  134.3
 58.75  37.75  8.161  0.128  117.7
 59.25  37.75  8.153  0.169  108.5
 59.75  37.75  8.163  0.176  107.1
 60.25  37.75  8.187  0.136  110.9
 60.75  37.75  8.203  0.083  125.8
 61.25  37.75  8.193  0.085  153.7
 61.75  37.75  8.166  0.134  166.6
 62.25  37.75  8.159  0.180  172.2
 62.75  37.75  8.182  0.200  176.7
 63.25  37.75  8.214  0.206    0.3
 63.75  37.75  8.247  0.203    2.4
 64.25  37.75  8.276  0.191    2.2
 64.75  37.75  8.287  0.160  178.8
 65.25  37.75  8.283  0.113  173.2
 65.75  37.75  8.262  0.059  162.7
 66.25  37.75  8.246  0.031  116.0
 66.75  37.75  8.237  0.084   88.7
 67.25  37.75  8.232  0.123   82.6
 67.75  37.75  8.269  0.121   79.7
 68.25  37.75  8.340  0.106   75.8
 68.75  37.75  8.410  0.099   77.8
 69.25  37.75  8.408  0.064   91.0
 69.75  37.75  8.369  0.073  105.6
 70.25  37.75  8.320  0.082  108.8
 70.75  37.75  8.281  0.052  109.9
 71.25  37.75  8.283  0.043   93.2
 71.75  37.75  8.251  0.039   70.6
 72.25  37.75  8.245  0.063   90.9
 72.75  37.75  8.241  0.093  101.9
 73.25  37.75  8.237  0.098  113.6
 73.75  37.75  8.239  0.128  120.7
 74.25  37.75  8.203  0.203  126.3
 74.75  37.75  8.101  0.242  132.0
 75.25  37.75  8.036  0.261  136.0
 75.75  37.75  8.033  0.261  149.5
 76.25  37.75  8.119  0.267  164.8
 76.75  37.75  8.273  0.249  174.3
 77.25  37.75  8.312  0.255    0.4
 77.75  37.75  8.220  0.248    5.3
 78.25  37.75  8.218  0.197   10.4
 78.75  37.75  8.274  0.148   18.7
 79.25  37.75  8.241  0.198   36.1
 79.75  37.75  8.193  0.241   40.4
 80.25  37.75  8.187  0.183   38.7
 80.75  37.75  8.213  0.105   32.2
 81.25  37.75  8.223  0.023   16.0
 81.75  37.75  8.253  0.044  113.8
 82.25  37.75  8.236  0.040  136.8
 82.75  37.75  8.260  0.036  156.7
 83.25  37.75  8.269  0.062    1.7
 83.75  37.75  8.279  0.089   13.0
 84.25  37.75  8.272  0.123   19.2
 84.75  37.75  8.241  0.164   24.0
 85.25  37.75  8.192  0.212   27.1
 85.75  37.75  8.136  0.235   27.2
 86.25  37.75  8.080  0.206   24.0
 86.75  37.75  8.054  0.137   15.4
 87.25  37.75  8.081  0.079  178.4
 87.75  37.75  8.111  0.075  156.4
 88.25  37.75  8.104  0.089  155.6
 88.75  37.75  8.114  0.072  161.1
 89.25  37.75  8.120  0.046  174.2
 89.75  37.75  8.129  0.030   15.5
 90.25  37.75  8.161  0.027   44.5
 90.75  37.75  8.221  0.037   55.4
 91.25  37.75  8.288  0.042   45.8
 91.75  37.75  8.345  0.050   25.6
 92.25  37.75  8.376  0.076   11.3
 92.75  37.75  8.387  0.094    2.4
 93.25  37.75  8.358  0.123  173.7
 93.75  37.75  8.311  0.143  168.8
 94.25  37.75  8.250  0.150  168.0
 94.75  37.75  8.176  0.152  172.2
 95.25  37.75  8.123  0.146  177.2
 95.75  37.75  8.103  0.134  179.2
 96.25  37.75  8.092  0.109  176.8
 96.75  37.75  8.078  0.092  167.7
 97.25  37.75  8.048  0.078  153.6
 97.75  37.75  8.010  0.066  139.2
 98.25  37.75  7.992  0.058  128.8
 98.75  37.75  8.007  0.033  138.6
 99.25  37.75  8.046  0.062    6.7
 99.75  37.75  8.093  0.151   15.9
100.25  37.75  8.152  0.184   19.3
100.75  37.75  8.178  0.151   18.6
101.25  37.75  8.148  0.114   13.6
101.75  37.75  8.128  0.085   15.1
102.25  37.75  8.169  0.042   55.5
102.75  37.75  8.246  0.115   87.5
103.25  37.75  8.301  0.163   98.6
103.75  37.75  8.295  0.155  106.1
104.25  37.75  8.277  0.126  115.1
104.75  37.75  8.248  0.094  131.7
105.25  37.75  8.233  0.089  146.7
105.75  37.75  8.222  0.091  153.9
106.25  37.75  8.205  0.094  157.9
106.75  37.75  8.180  0.097  164.1
107.25  37.75  8.184  0.085  166.8
107.75  37.75  8.214  0.062  172.2
108.25  37.75  8.241  0.051    4.1
108.75  37.75  8.224  0.067    1.8
109.25  37.75  8.177  0.094  176.1
109.75  37.75  8.131  0.112  176.7
  5.25  38.25  8.062  0.090   37.4
  5.75  38.25  8.039  0.081   25.2
  6.25  38.25  8.021  0.094   13.6
  6.75  38.25  8.024  0.077    4.4
  7.25  38.25  8.027  0.053  171.8
  7.75  38.25  7.999  0.056  166.8
  8.25  38.25  7.976  0.056  165.4
  8.75  38.25  7.952  0.056  171.7
  9.25  38.25  7.931  0.056    0.1
  9.75  38.25  7.923  0.064    7.8
 10.25  38.25  7.941  0.074   11.9
 10.75  38.25  7.984  0.066    7.3
 11.25  38.25  8.026  0.069  162.4
 11.75  38.25  8.015  0.135  153.0
 12.25  38.25  7.962  0.206  150.6
 12.75  38.25  7.968  0.217  144.8
 13.25  38.25  7.944  0.159  143.7
 13.75  38.25  7.896  0.056  158.6
 14.25  38.25  7.854  0.070   28.9
 14.75  38.25  7.893  0.051   29.8
 15.25  38.25  7.925  0.019   77.2
 15.75  38.25  8.010  0.132   86.1
 16.25  38.25  7.993  0.188   85.1
 16.75  38.25  7.999  0.189   75.9
 17.25  38.25  8.070  0.152   60.9
 17.75  38.25  8.147  0.124   47.6
 18.25  38.25  8.176  0.117   32.3
 18.75  38.25  8.173  0.141   17.7
 19.25  38.25  8.144  0.153    2.3
 19.75  38.25  8.129  0.159  167.4
 20.25  38.25  8.108  0.147  147.5
 20.75  38.25  8.012  0.151  113.9
 21.25  38.25  7.922  0.378  103.6
 21.75  38.25  7.826  0.463  115.5
 22.25  38.25  8.029  0.372  125.6
 22.75  38.25  8.152  0.136  148.1
 23.25  38.25  8.079  0.097   24.6
 23.75  38.25  8.025  0.164   36.9
 24.25  38.25  8.033  0.188   35.1
 24.75  38.25  8.067  0.157   30.6
 25.25  38.25  8.038  0.136   26.2
 25.75  38.25  8.022  0.103   35.9
 26.25  38.25  7.992  0.110   66.4
 26.75  38.25  7.975  0.133   80.4
 27.25  38.25  7.897  0.155   96.5
 27.75  38.25  7.975  0.251  104.7
 28.25  38.25  8.065  0.253  106.9
 28.75  38.25  8.113  0.189  109.6
 29.25  38.25  8.125  0.139  112.0
 29.75  38.25  8.093  0.143  107.3
 30.25  38.25  8.042  0.138  103.0
 30.75  38.25  7.983  0.123   99.8
 31.25  38.25  7.989  0.135   88.5
 31.75  38.25  8.009  0.154   75.8
 32.25  38.25  8.009  0.156   70.3
 32.75  38.25  7.947  0.137   60.3
 33.25  38.25  7.918  0.112   53.9
 33.75  38.25  7.901  0.081   41.9
 34.25  38.25  7.865  0.097   26.4
 34.75  38.25  7.838  0.126   25.4
 35.25  38.25  7.844  0.133   32.1
 35.75  38.25  7.890  0.151   43.7
 36.25  38.25  7.911  0.135   49.0
 36.75  38.25  7.902  0.077   46.1
 37.25  38.25  7.917  0.007    0.8
 37.75  38.25  7.924  0.045  136.9
 38.25  38.25  7.894  0.041  128.8
 38.75  38.25  7.873  0.047   61.0
 39.25  38.25  7.932  0.124   50.9
 39.75  38.25  7.968  0.082   41.0
 40.25  38.25  7.964  0.056  175.7
 40.75  38.25  7.933  0.080  153.2
 41.25  38.25  7.892  0.085  142.2
 41.75  38.25  7.844  0.098  135.2
 42.25  38.25  7.835  0.118  137.0
 42.75  38.25  7.856  0.124  142.6
 43.25  38.25  7.868  0.103  148.6
 43.75  38.25  7.874  0.066  156.5
 44.25  38.25  7.850  0.015   25.3
 44.75  38.25  7.798  0.093   53.6
 45.25  38.25  7.752  0.139   57.7
 45.75  38.25  7.753  0.142   69.5
 46.25  38.25  7.776  0.119   72.8
 46.75  38.25  7.814  0.115   56.9
 47.25  38.25  7.879  0.079   47.8
 47.75  38.25  7.928  0.027   23.6
 48.25  38.25  8.002  0.039  136.4
 48.75  38.25  8.071  0.057  124.0
 49.25  38.25  8.159  0.065   94.2
 49.75  38.25  8.280  0.096   89.6
 50.25  38.25  8.364  0.116   98.3
 50.75  38.25  8.372  0.140  107.3
 51.25  38.25  8.338  0.174  106.9
 51.75  38.25  8.325  0.225  100.2
 52.25  38.25  8.338  0.269   91.3
 52.75  38.25  8.367  0.299   82.4
 53.25  38.25  8.372  0.273   72.2
 53.75  38.25  8.374  0.235   60.4
 54.25  38.25  8.403  0.216   51.9
 54.75  38.25  8.395  0.186   45.3
 55.25  38.25  8.345  0.125   37.0
 55.75  38.25  8.299  0.070   13.7
 56.25  38.25  8.311  0.076  165.9
 56.75  38.25  8.352  0.157  150.7
 57.25  38.25  8.355  0.220  145.2
 57.75  38.25  8.303  0.221  141.3
 58.25  38.25  8.261  0.191  134.9
 58.75  38.25  8.243  0.166  125.3
 59.25  38.25  8.235  0.162  115.3
 59.75  38.25  8.227  0.156  108.7
 60.25  38.25  8.221  0.127  105.4
 60.75  38.25  8.205  0.077  104.8
 61.25  38.25  8.179  0.016  122.6
 61.75  38.25  8.158  0.071  179.9
 62.25  38.25  8.149  0.142    1.5
 62.75  38.25  8.165  0.182    3.7
 63.25  38.25  8.202  0.195    5.9
 63.75  38.25  8.246  0.191    7.3
 64.25  38.25  8.286  0.162    7.0
 64.75  38.25  8.305  0.105    3.9
 65.25  38.25  8.293  0.038  169.0
 65.75  38.25  8.271  0.049  109.5
 66.25  38.25  8.236  0.117   94.4
 66.75  38.25  8.204  0.184   87.5
 67.25  38.25  8.194  0.216   84.1
 67.75  38.25  8.215  0.188   79.3
 68.25  38.25  8.273  0.130   66.9
 68.75  38.25  8.347  0.091   51.4
 69.25  38.25  8.369  0.041   37.6
 69.75  38.25  8.370  0.035  136.9
 70.25  38.25  8.353  0.084  128.5
 70.75  38.25  8.351  0.068  131.4
 71.25  38.25  8.342  0.029  140.7
 71.75  38.25  8.315  0.032   36.8
 72.25  38.25  8.329  0.094   66.5
 72.75  38.25  8.308  0.130   88.2
 73.25  38.25  8.260  0.181  105.6
 73.75  38.25  8.211  0.243  115.4
 74.25  38.25  8.177  0.331  118.8
 74.75  38.25  8.063  0.344  119.9
 75.25  38.25  7.928  0.327  123.6
 75.75  38.25  7.922  0.253  132.6
 76.25  38.25  8.105  0.172  146.7
 76.75  38.25  8.250  0.171  161.1
 77.25  38.25  8.309  0.199  172.0
 77.75  38.25  8.279  0.246  170.9
 78.25  38.25  8.258  0.202  173.4
 78.75  38.25  8.209  0.154    7.3
 79.25  38.25  8.163  0.165   28.0
 79.75  38.25  8.156  0.182   40.5
 80.25  38.25  8.137  0.112   40.6
 80.75  38.25  8.138  0.042   36.5
 81.25  38.25  8.148  0.009  128.4
 81.75  38.25  8.178  0.044  116.2
 82.25  38.25  8.167  0.058  140.2
 82.75  38.25  8.198  0.069  150.7
 83.25  38.25  8.224  0.084  166.1
 83.75  38.25  8.244  0.095  176.1
 84.25  38.25  8.248  0.113    4.7
 84.75  38.25  8.238  0.148   14.7
 85.25  38.25  8.205  0.202   20.0
 85.75  38.25  8.173  0.242   20.7
 86.25  38.25  8.155  0.239   17.8
 86.75  38.25  8.138  0.199   10.8
 87.25  38.25  8.152  0.142    0.9
 87.75  38.25  8.169  0.107  170.8
 88.25  38.25  8.147  0.089  173.0
 88.75  38.25  8.146  0.058   14.9
 89.25  38.25  8.157  0.088   41.6
 89.75  38.25  8.174  0.128   50.6
 90.25  38.25  8.209  0.142   53.6
 90.75  38.25  8.268  0.131   55.0
 91.25  38.25  8.329  0.105   50.1
 91.75  38.25  8.366  0.085   33.2
 92.25  38.25  8.378  0.100   14.4
 92.75  38.25  8.379  0.120    2.3
 93.25  38.25  8.351  0.159  172.1
 93.75  38.25  8.299  0.196  166.5
 94.25  38.25  8.222  0.217  164.6
 94.75  38.25  8.127  0.214  167.0
 95.25  38.25  8.059  0.185  170.9
 95.75  38.25  8.040  0.144  173.0
 96.25  38.25  8.040  0.097  169.8
 96.75  38.25  8.037  0.067  159.6
 97.25  38.25  8.021  0.055  146.5
 97.75  38.25  8.018  0.043  136.1
 98.25  38.25  8.035  0.033  134.4
 98.75  38.25  8.072  0.032  165.3
 99.25  38.25  8.124  0.088    6.2
 99.75  38.25  8.175  0.168   12.9
100.25  38.25  8.247  0.184   15.9
100.75  38.25  8.277  0.131   16.9
101.25  38.25  8.207  0.082   21.6
101.75  38.25  8.123  0.080   42.3
102.25  38.25  8.129  0.116   67.3
102.75  38.25  8.193  0.163   79.8
103.25  38.25  8.246  0.169   88.3
103.75  38.25  8.265  0.139   97.6
104.25  38.25  8.265  0.107  110.3
104.75  38.25  8.247  0.084  128.0
105.25  38.25  8.232  0.088  140.4
105.75  38.25  8.230  0.083  147.1
106.25  38.25  8.224  0.082  153.8
106.75  38.25  8.203  0.090  161.8
107.25  38.25  8.209  0.081  165.4
107.75  38.25  8.231  0.058  170.7
108.25  38.25  8.249  0.041    3.4
108.75  38.25  8.252  0.039   15.2
109.25  38.25  8.200  0.054    0.1
109.75  38.25  8.130  0.078  173.4
  5.25  38.75  8.017  0.055   56.7
  5.75  38.75  7.995  0.036   14.7
  6.25  38.75  8.000  0.064  179.7
  6.75  38.75  8.021  0.076  173.9
  7.25  38.75  8.027  0.081  167.3
  7.75  38.75  8.002  0.094  165.9
  8.25  38.75  7.947  0.112  165.1
  8.75  38.75  7.891  0.123  164.1
  9.25  38.75  7.852  0.118  168.7
  9.75  38.75  7.849  0.113  176.1
 10.25  38.75  7.883  0.113    0.0
 10.75  38.75  7.956  0.106  173.9
 11.25  38.75  8.025  0.122  163.2
 11.75  38.75  8.020  0.175  161.2
 12.25  38.75  8.004  0.228  156.9
 12.75  38.75  8.013  0.216  154.1
 13.25  38.75  8.000  0.159  160.3
 13.75  38.75  7.945  0.152  177.1
 14.25  38.75  7.946  0.142    7.7
 14.75  38.75  7.934  0.095    7.2
 15.25  38.75  7.921  0.037  130.0
 15.75  38.75  7.961  0.172   99.6
 16.25  38.75  7.930  0.213   93.3
 16.75  38.75  7.943  0.172   85.6
 17.25  38.75  8.018  0.091   73.2
 17.75  38.75  8.114  0.065   41.1
 18.25  38.75  8.196  0.151   29.5
 18.75  38.75  8.217  0.223   26.1
 19.25  38.75  8.182  0.205   22.2
 19.75  38.75  8.179  0.091    1.2
 20.25  38.75  8.155  0.105  121.8
 20.75  38.75  7.976  0.279   98.2
 21.25  38.75  7.802  0.436   97.9
 21.75  38.75  7.701  0.282  114.7
 22.25  38.75  7.996  0.179  127.0
 22.75  38.75  8.094  0.093    6.4
 23.25  38.75  8.075  0.171   37.6
 23.75  38.75  8.022  0.223   44.6
 24.25  38.75  8.031  0.210   36.1
 24.75  38.75  8.021  0.134   26.6
 25.25  38.75  7.993  0.090    7.8
 25.75  38.75  7.982  0.071   12.1
 26.25  38.75  7.970  0.054   51.4
 26.75  38.75  7.952  0.111   80.3
 27.25  38.75  7.889  0.114   86.8
 27.75  38.75  7.939  0.174   89.1
 28.25  38.75  7.976  0.160   91.8
 28.75  38.75  8.009  0.116  109.9
 29.25  38.75  8.074  0.101  117.4
 29.75  38.75  8.070  0.129  114.6
 30.25  38.75  8.024  0.129  110.5
 30.75  38.75  7.992  0.135  110.5
 31.25  38.75  8.019  0.152  107.0
 31.75  38.75  8.037  0.106   94.1
 32.25  38.75  8.054  0.081   83.7
 32.75  38.75  7.985  0.036   54.5
 33.25  38.75  7.973  0.015   42.9
 33.75  38.75  7.913  0.022    8.0
 34.25  38.75  7.857  0.043  177.0
 34.75  38.75  7.849  0.041  174.5
 35.25  38.75  7.869  0.021   23.1
 35.75  38.75  7.893  0.040   58.7
 36.25  38.75  7.906  0.041   61.4
 36.75  38.75  7.921  0.035    5.7
 37.25  38.75  7.944  0.073  168.3
 37.75  38.75  7.949  0.086  159.3
 38.25  38.75  7.943  0.052  152.3
 38.75  38.75  7.923  0.042   52.7
 39.25  38.75  7.949  0.155   51.7
 39.75  38.75  7.959  0.183   56.2
 40.25  38.75  7.883  0.121   66.6
 40.75  38.75  7.817  0.085   78.6
 41.25  38.75  7.811  0.063   80.9
 41.75  38.75  7.828  0.052   95.8
 42.25  38.75  7.852  0.076  116.0
 42.75  38.75  7.845  0.100  124.2
 43.25  38.75  7.863  0.093  130.1
 43.75  38.75  7.874  0.077  136.7
 44.25  38.75  7.858  0.016  163.1
 44.75  38.75  7.816  0.075   52.4
 45.25  38.75  7.757  0.122   55.6
 45.75  38.75  7.761  0.115   56.2
 46.25  38.75  7.749  0.127   39.1
 46.75  38.75  7.824  0.155   32.3
 47.25  38.75  7.961  0.120   21.9
 47.75  38.75  8.064  0.091  176.8
 48.25  38.75  8.154  0.081  150.9
 48.75  38.75  8.173  0.036  146.1
 49.25  38.75  8.248  0.068   78.3
 49.75  38.75  8.354  0.155   76.7
 50.25  38.75  8.436  0.195   81.0
 50.75  38.75  8.440  0.211   84.1
 51.25  38.75  8.419  0.242   87.7
 51.75  38.75  8.416  0.302   88.3
 52.25  38.75  8.417  0.343   87.3
 52.75  38.75  8.446  0.363   82.8
 53.25  38.75  8.444  0.327   76.3
 53.75  38.75  8.434  0.266   69.3
 54.25  38.75  8.436  0.217   63.2
 54.75  38.75  8.412  0.169   56.9
 55.25  38.75  8.355  0.110   49.7
 55.75  38.75  8.309  0.042   35.3
 56.25  38.75  8.326  0.054  155.3
 56.75  38.75  8.362  0.145  145.6
 57.25  38.75  8.367  0.210  142.4
 57.75  38.75  8.336  0.229  139.1
 58.25  38.75  8.298  0.216  133.9
 58.75  38.75  8.265  0.195  125.8
 59.25  38.75  8.238  0.185  116.5
 59.75  38.75  8.220  0.170  108.6
 60.25  38.75  8.208  0.139  101.6
 60.75  38.75  8.198  0.088   92.9
 61.25  38.75  8.186  0.034   64.4
 61.75  38.75  8.181  0.081   18.9
 62.25  38.75  8.181  0.156   11.4
 62.75  38.75  8.195  0.210    9.1
 63.25  38.75  8.238  0.231    9.6
 63.75  38.75  8.291  0.222   10.4
 64.25  38.75  8.324  0.179   10.0
 64.75  38.75  8.342  0.103    8.5
 65.25  38.75  8.337  0.016    2.8
 65.75  38.75  8.286  0.074   94.5
 66.25  38.75  8.222  0.161   91.8
 66.75  38.75  8.178  0.224   88.4
 67.25  38.75  8.152  0.236   83.8
 67.75  38.75  8.140  0.199   74.5
 68.25  38.75  8.176  0.155   55.2
 68.75  38.75  8.257  0.139   33.8
 69.25  38.75  8.284  0.116   13.8
 69.75  38.75  8.280  0.104  170.8
 70.25  38.75  8.275  0.097  152.7
 70.75  38.75  8.290  0.076  149.4
 71.25  38.75  8.304  0.059  161.4
 71.75  38.75  8.254  0.064    4.9
 72.25  38.75  8.265  0.062   43.7
 72.75  38.75  8.282  0.085   65.0
 73.25  38.75  8.253  0.085   98.8
 73.75  38.75  8.185  0.216  118.3
 74.25  38.75  8.088  0.345  116.8
 74.75  38.75  7.962  0.365  110.6
 75.25  38.75  7.941  0.351  109.9
 75.75  38.75  8.070  0.241  119.9
 76.25  38.75  8.361  0.050  136.8
 76.75  38.75  8.375  0.103  157.7
 77.25  38.75  8.365  0.175  150.4
 77.75  38.75  8.282  0.207  152.4
 78.25  38.75  8.243  0.211  153.5
 78.75  38.75  8.189  0.159  162.6
 79.25  38.75  8.131  0.098    3.1
 79.75  38.75  8.136  0.060   44.1
 80.25  38.75  8.090  0.047   59.0
 80.75  38.75  8.061  0.034   95.2
 81.25  38.75  8.066  0.052  117.8
 81.75  38.75  8.112  0.063  115.8
 82.25  38.75  8.121  0.081  140.1
 82.75  38.75  8.160  0.120  148.1
 83.25  38.75  8.186  0.148  156.8
 83.75  38.75  8.228  0.144  163.3
 84.25  38.75  8.243  0.149  172.5
 84.75  38.75  8.238  0.169    3.5
 85.25  38.75  8.224  0.208   12.0
 85.75  38.75  8.201  0.248   15.2
 86.25  38.75  8.203  0.251   15.6
 86.75  38.75  8.199  0.215   11.2
 87.25  38.75  8.207  0.159    5.0
 87.75  38.75  8.222  0.110    1.3
 88.25  38.75  8.209  0.087    9.6
 88.75  38.75  8.213  0.102   32.3
 89.25  38.75  8.240  0.159   47.3
 89.75  38.75  8.254  0.204   52.0
 90.25  38.75  8.272  0.216   52.9
 90.75  38.75  8.307  0.190   53.6
 91.25  38.75  8.338  0.145   50.3
 91.75  38.75  8.342  0.102   36.8
 92.25  38.75  8.328  0.099   16.5
 92.75  38.75  8.315  0.114    0.3
 93.25  38.75  8.290  0.152  167.9
 93.75  38.75  8.237  0.196  162.3
 94.25  38.75  8.152  0.220  160.9
 94.75  38.75  8.062  0.222  162.4
 95.25  38.75  8.012  0.193  164.2
 95.75  38.75  8.015  0.144  164.0
 96.25  38.75  8.039  0.095  159.3
 96.75  38.75  8.050  0.061  150.3
 97.25  38.75  8.046  0.041  142.3
 97.75  38.75  8.051  0.019  134.6
 98.25  38.75  8.085  0.006  165.0
 98.75  38.75  8.129  0.040    2.0
 99.25  38.75  8.187  0.098    4.0
 99.75  38.75  8.261  0.165    6.1
100.25  38.75  8.345  0.177    6.3
100.75  38.75  8.344  0.128    8.1
101.25  38.75  8.247  0.058   23.5
101.75  38.75  8.145  0.071   62.5
102.25  38.75  8.100  0.147   77.4
102.75  38.75  8.119  0.201   82.4
103.25  38.75  8.161  0.201   86.1
103.75  38.75  8.194  0.150   91.9
104.25  38.75  8.212  0.094  101.2
104.75  38.75  8.222  0.062  116.8
105.25  38.75  8.224  0.064  134.4
105.75  38.75  8.227  0.073  144.0
106.25  38.75  8.227  0.079  152.0
106.75  38.75  8.216  0.094  160.7
107.25  38.75  8.225  0.088  166.7
107.75  38.75  8.242  0.069  174.8
108.25  38.75  8.251  0.055    7.2
108.75  38.75  8.247  0.046   20.5
109.25  38.75  8.204  0.040   16.8
109.75  38.75  8.114  0.054  172.9
  5.25  39.25  7.976  0.074  105.1
  5.75  39.25  7.960  0.054  125.6
  6.25  39.25  7.963  0.065  139.6
  6.75  39.25  7.977  0.079  147.8
  7.25  39.25  7.991  0.087  155.2
  7.75  39.25  7.975  0.103  161.9
  8.25  39.25  7.917  0.125  166.3
  8.75  39.25  7.851  0.145  166.1
  9.25  39.25  7.796  0.166  168.7
  9.75  39.25  7.800  0.162  173.1
 10.25  39.25  7.859  0.146  175.4
 10.75  39.25  7.946  0.139  171.3
 11.25  39.25  7.999  0.157  168.3
 11.75  39.25  8.010  0.202  164.0
 12.25  39.25  8.009  0.247  161.2
 12.75  39.25  8.006  0.236  161.1
 13.25  39.25  8.010  0.209  162.4
 13.75  39.25  7.962  0.210  168.5
 14.25  39.25  7.926  0.180  169.6
 14.75  39.25  7.886  0.128  159.6
 15.25  39.25  7.879  0.129  131.9
 15.75  39.25  7.869  0.176  113.3
 16.25  39.25  7.850  0.180  101.3
 16.75  39.25  7.857  0.165   92.7
 17.25  39.25  7.972  0.105   88.9
 17.75  39.25  8.096  0.028   72.8
 18.25  39.25  8.172  0.121   34.7
 18.75  39.25  8.221  0.206   34.1
 19.25  39.25  8.299  0.147   31.4
 19.75  39.25  8.259  0.021   40.0
 20.25  39.25  8.160  0.223  103.3
 20.75  39.25  7.884  0.395  101.0
 21.25  39.25  7.681  0.391   98.5
 21.75  39.25  7.725  0.232  114.5
 22.25  39.25  8.007  0.067  115.1
 22.75  39.25  8.117  0.156   31.1
 23.25  39.25  8.063  0.243   44.0
 23.75  39.25  8.005  0.273   48.0
 24.25  39.25  8.042  0.245   44.9
 24.75  39.25  8.061  0.136   41.4
 25.25  39.25  8.020  0.061   14.5
 25.75  39.25  8.007  0.074    0.1
 26.25  39.25  8.022  0.053   23.7
 26.75  39.25  8.001  0.066   46.6
 27.25  39.25  7.915  0.079   68.8
 27.75  39.25  7.918  0.145   78.0
 28.25  39.25  7.918  0.123   73.3
 28.75  39.25  7.920  0.041   75.3
 29.25  39.25  7.977  0.032  126.8
 29.75  39.25  8.007  0.083  126.1
 30.25  39.25  8.001  0.103  121.3
 30.75  39.25  7.999  0.132  117.3
 31.25  39.25  8.018  0.146  112.7
 31.75  39.25  8.047  0.118  107.7
 32.25  39.25  8.049  0.083  105.4
 32.75  39.25  7.978  0.033  119.8
 33.25  39.25  7.949  0.037  146.2
 33.75  39.25  7.907  0.033  155.6
 34.25  39.25  7.908  0.061  149.2
 34.75  39.25  7.927  0.075  145.0
 35.25  39.25  7.916  0.053  129.1
 35.75  39.25  7.899  0.052  104.3
 36.25  39.25  7.888  0.042  102.6
 36.75  39.25  7.894  0.029  159.9
 37.25  39.25  7.919  0.069  161.3
 37.75  39.25  7.953  0.097  155.3
 38.25  39.25  7.946  0.063  157.5
 38.75  39.25  7.922  0.035   13.9
 39.25  39.25  7.905  0.090   44.1
 39.75  39.25  7.901  0.153   57.8
 40.25  39.25  7.893  0.182   63.2
 40.75  39.25  7.856  0.165   66.3
 41.25  39.25  7.874  0.121   63.7
 41.75  39.25  7.901  0.088   57.7
 42.25  39.25  7.916  0.070   60.0
 42.75  39.25  7.896  0.065   64.7
 43.25  39.25  7.896  0.049   69.1
 43.75  39.25  7.886  0.028   64.0
 44.25  39.25  7.866  0.047   43.0
 44.75  39.25  7.826  0.079   60.8
 45.25  39.25  7.745  0.136   61.6
 45.75  39.25  7.713  0.174   56.0
 46.25  39.25  7.738  0.202   42.3
 46.75  39.25  7.857  0.208   31.7
 47.25  39.25  8.065  0.158   20.2
 47.75  39.25  8.198  0.104    2.2
 48.25  39.25  8.250  0.060  168.4
 48.75  39.25  8.265  0.039   12.1
 49.25  39.25  8.323  0.095   59.6
 49.75  39.25  8.401  0.208   69.3
 50.25  39.25  8.459  0.269   73.4
 50.75  39.25  8.467  0.289   75.7
